Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,source_file,doc_id,cmo_id,outcome
Structured defence-industrial cooperation is prevented.,7,7_cooperation_defenceindustrial_improved_defense,"['cooperation', 'defenceindustrial', 'improved', 'defense', 'selfreliance', 'maintained', 'defence', 'base', 'indigenous', 'partly']","['Interdependence drives greater defence cooperation.', 'Belgium’s defense industrial base is maintained and technical prowess is improved.', 'Germany “grew” an indigenous defense industry unusually successfully, partly due to allied willingness tied to rearmament importance.']",cooperation - defenceindustrial - improved - defense - selfreliance - maintained - defence - base - indigenous - partly,1.0,False,cmo/articles.yml,calcara_18.pdf,calcara_18_pdf__cmo_001,Structured defence-industrial cooperation is prevented.
Projects experience inefficiencies and delays.,19,19_projects_edf_collaborative_delays,"['projects', 'edf', 'collaborative', 'delays', 'experience', 'project', 'national', 'workshare', 'aims', 'perceived']","['Lower national participation in EDF projects.', 'Higher participation in EDF projects.', 'Collaborative project efficiency may improve when work-share constraints are relaxed, though national industries may resist perceived disadvantage.']",projects - edf - collaborative - delays - experience - project - national - workshare - aims - perceived,0.2154548602212361,False,cmo/articles.yml,calcara_18.pdf,calcara_18_pdf__cmo_002,Projects experience inefficiencies and delays.
Firms become fearful of supply‑chain disruption and unfettered competition.,9,9_investments_inefficient_restructuring_distorted,"['investments', 'inefficient', 'restructuring', 'distorted', 'capital', 'capacity', 'competition', 'allocation', 'idle', 'impeded']","['The industry grows rapidly in size and capacity, but risks misallocation and poor product-market fit.', 'Idle capital and inefficient production capacity result.', 'Competition is criticized as wasteful and associated with higher prices and difficulty for domestic suppliers to make long-term capacity investments.']",investments - inefficient - restructuring - distorted - capital - capacity - competition - allocation - idle - impeded,0.48836235182875054,False,cmo/articles.yml,calcara_19.pdf,calcara_19_pdf__cmo_001,Firms become fearful of supply‑chain disruption and unfettered competition.
Cooperation in the sector becomes indispensable to sustain competitiveness.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/articles.yml,calcara_19.pdf,calcara_19_pdf__cmo_002,Cooperation in the sector becomes indispensable to sustain competitiveness.
Large‑market firms are less supportive of projects involving high technology transfer.,28,28_transfer_technology_fail_deliver,"['transfer', 'technology', 'fail', 'deliver', 'largemarket', 'deepen', 'fails', 'unclear', 'involving', 'desired']","['Responsibility for technology transfer is unclear, weakening TAC outcomes.', 'Buyback arrangements associated with technology transfer fail to deliver desired results.', 'Mandatory schemes can fail to deliver intended technology transfer and instead increase costs and administrative burden.']",transfer - technology - fail - deliver - largemarket - deepen - fails - unclear - involving - desired,0.7893771546871086,False,cmo/articles.yml,calcara_20.pdf,calcara_20_pdf__cmo_001,Large‑market firms are less supportive of projects involving high technology transfer.
Lower costs and improved interoperability are expected benefits.,24,24_supply_security_greater_improved,"['supply', 'security', 'greater', 'improved', 'improves', 'reasons', 'trust', 'transition', 'energy', 'needed']","['Greater transparency is needed for economic reasons.', 'Supply-chain integration improves and security of supply may benefit.', 'Security of supply improves.']",supply - security - greater - improved - improves - reasons - trust - transition - energy - needed,0.9142887281100085,False,cmo/articles.yml,calcara_20.pdf,calcara_20_pdf__cmo_002,Lower costs and improved interoperability are expected benefits.
Fragmentation of weapon systems is reduced and long‑term procurement of capabilities improves.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/articles.yml,fedorchak_21.pdf,fedorchak_21_pdf__cmo_001,Fragmentation of weapon systems is reduced and long‑term procurement of capabilities improves.
States escape community procedures in sensitive defence procurement cases.,13,13_defense_costly_procurement_civilian,"['defense', 'costly', 'procurement', 'civilian', 'public', 'welfare', 'increases', 'military', 'sizable', 'community']","['Belgium pays a sizable procurement penalty that crowds out other defense budget categories.', 'Public acceptance of costly defense procurement increases, even if development benefits are overstated.', 'Social welfare can be reduced unless military-industry returns exceed those of foregone civilian uses.']",defense - costly - procurement - civilian - public - welfare - increases - military - sizable - community,0.8003055063550514,False,cmo/articles.yml,fiott_17.pdf,fiott_17_pdf__cmo_001,States escape community procedures in sensitive defence procurement cases.
Recipients can obtain advanced weapons via these arrangements.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/articles.yml,hagelin_12.pdf,hagelin_12_pdf__cmo_001,Recipients can obtain advanced weapons via these arrangements.
Sensitive US technology is shared with partners.,-1,-1_and_offsets_is_the,"['and', 'offsets', 'is', 'the', 'benefits', 'offset', 'on', 'of', 'technology', 'to']","['Foreign producers face more stringent offset demands and Korea gains leverage in negotiating industrial and technology benefits.', 'A substantial share of promised benefits is routed through indirect offsets and inward investment rather than direct defence-related participation.', 'Technology transfers are limited and Taiwan remains dependent on foreign technology and imports.']",and - offsets - is - the - benefits - offset - on - of - technology - to,0.0,False,cmo/articles.yml,hagelin_12.pdf,hagelin_12_pdf__cmo_002,Sensitive US technology is shared with partners.
Fulfilling the requested 50% defence offsets was difficult.,3,3_difficult_further_determine_calls,"['difficult', 'further', 'determine', 'calls', 'monitoring', 'offset', 'it', 'analysis', 'performance', 'expectations']","['Mandatory offsets are associated with a higher acquittal ratio, but reported compliance cannot be assumed to benefit defence or the economy without further analysis.', 'It becomes difficult to determine whether offset contracts meet expectations.', 'Offsets are described as failing to live up to their promise, and compliance/acquittal should not be interpreted as broad benefit without further analysis.']",difficult - further - determine - calls - monitoring - offset - it - analysis - performance - expectations,0.5657661696483701,False,cmo/articles.yml,hagelin_12.pdf,hagelin_12_pdf__cmo_003,Fulfilling the requested 50% defence offsets was difficult.
